section_data_set_database_id,gene_name,gene_acronym,gene_entrez id,gene_database id,probe_name,probe_database_id,energy_file_name,reference_space_database_id,reference_space_name,annotation_file_name,atlas_file_name,classifications
100083547,neuromedin B,Nmb,68039,43882,RP_090917_01_B08,1007815,100083547_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083089,urocortin 3,Ucn3,83428,57672,RP_090901_03_B05,1007028,100083089_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075479,"transient receptor potential cation channel, subfamily C, member 5",Trpc5,22067,21824,RP_090724_03_B04,1005793,100075479_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/Alzheimer disease presenilin pathway/Calcium-mediated signaling
100083573,"phosphodiesterase 1A, calmodulin-dependent",Pde1a,18573,18339,RP_090901_03_B07,1007030,100083573_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100075482,synaptotagmin X,Syt10,54526,33817,RP_090724_04_C05,1005825,100075482_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Neurotransmitter secretion
100075423,FAT tumor suppressor homolog 3 (Drosophila),Fat3,270120,92930,RP_090724_03_E03,1005821,100075423_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100082991,RAS-related C3 botulinum substrate 2,Rac2,19354,19117,RP_090901_01_A01,1007184,100082991_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Huntington disease/FGF signaling pathway/Inflammation mediated by chemokine and cytokine signaling pathway/EGF receptor signaling pathway
100083088,cortistatin,Cort,12854,12637,RP_090901_03_D01,1007048,100083088_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075169,Mix1 homeobox-like 1 (Xenopus laevis),Mixl1,27217,26962,RP_090514_02_E01,1004312,100075169_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100075401,"protein tyrosine phosphatase, receptor type, U",Ptpru,19273,19036,RP_090724_02_C09,1005854,100075401_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/MAPKKK cascade
100083071,low density lipoprotein receptor-related protein 1,Lrp1,16971,16741,RP_090901_03_D05,1007052,100083071_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Alzheimer disease presenilin pathway
100075406,phosphodiesterase 11A,Pde11a,241489,88851,RP_090724_04_D08,1005812,100075406_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100075434,RAS p21 protein activator 2,Rasa2,114713,77440,RP_090724_03_G12,1005823,100075434_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,FGF signaling pathway/PDGF signaling pathway/EGF receptor signaling pathway
100083590,galanin receptor 2,Galr2,14428,14204,RP_090917_02_B11,1007749,100083590_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/G-protein coupled receptor
100083630,heat shock protein 1 (chaperonin),Hspd1,15510,15285,RP_090901_01_B05,1007200,100083630_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083070,leucine rich repeat containing 4,Lrrc4,192198,82847,RP_090901_03_D06,1007053,100083070_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075139,forkhead box J3,Foxj3,230700,87088,RP_090514_02_D03,1004302,100075139_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/Transcription factor/TGF-beta signaling pathway
100082520,insulin-like growth factor 1,Igf1,16000,15773,RP_090724_02_D08,1005850,100082520_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100075141,nitric oxide synthase 1 (neuronal) adaptor protein,Nos1ap,70729,46570,RP_090514_02_D08,1004307,100075141_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,MAPKKK cascade
100082524,nuclear factor of activated T cells 5,Nfat5,54446,33737,RP_090707_03_H06,1005261,100082524_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/Transcription factor/Inflammation mediated by chemokine and cytokine signaling pathway
100082999,reproductive homeobox 12,Rhox12,382282,120612,RP_090901_03_A02,1007013,100082999_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100082518,FAT tumor suppressor homolog 3 (Drosophila),Fat3,270120,92930,RP_090724_03_E03,1005821,100082518_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100082529,transcription factor 3,Tcf3,21423,21184,RP_081124_03_D01,1003277,100082529_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100083563,pro-melanin-concentrating hormone,Pmch,110312,74469,RP_090917_02_A12,1007738,100083563_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083627,4-aminobutyrate aminotransferase,Abat,268860,92603,RP_090901_01_B01,1007196,100083627_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100082995,urocortin,Ucn,22226,21983,RP_090901_03_B02,1007025,100082995_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083572,secretogranin V,Scg5,20394,20157,RP_090917_01_D02,1007833,100083572_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100094064,paired related homeobox 2,Prrx2,20204,19967,RP_091117_02_A07,1008759,100094064_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100093732,homeobox C4,Hoxc4,15423,15198,RP_091201_02_C08,1008933,100093732_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor/Wnt signaling pathway
100094048,UNC homeobox,Uncx,22255,22012,RP_091223_01_A02,1009130,100094048_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100093796,high mobility group nucleosomal binding domain 1,Hmgn1,15312,15087,RP_090724_02_C10,1005959,100093796_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093914,engrailed 1,En1,13798,13576,RP_090811_04_C06,1006234,100093914_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor/Wnt signaling pathway
100093806,"collagen, type IV, alpha 2",Col4a2,12827,12610,RP_090724_01_H03,1005921,100093806_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100085088,RIKEN cDNA 6330411E07 gene,6330411E07Rik,70733,46574,RP_090930_03_A07,1007843,100085088_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100094055,homeobox B7,Hoxb7,15415,15190,RP_091215_02_A06,1009023,100094055_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor/Wnt signaling pathway
100093860,activating transcription factor 5,Atf5,107503,71668,RP_090707_02_F02,1005107,100093860_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100093919,dickkopf homolog 4 (Xenopus laevis),Dkk4,234130,87790,RP_090811_01_G07,1006329,100093919_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Wnt signaling pathway
100093869,WNT1 inducible signaling pathway protein 1,Wisp1,22402,22159,RP_091201_01_B03,1008974,100093869_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090849,cytochrome c-1,Cyc1,66445,42288,RP_090826_02_B06,1007639,100090849_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Huntington disease
100093905,goosecoid homebox 2,Gsc2,195333,83328,RP_090811_04_D08,1006247,100093905_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100093863,atonal homolog 1 (Drosophila),Atoh1,11921,11707,RP_090707_02_B06,1005156,100093863_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/Transcription factor
100093735,homeobox C11,Hoxc11,109663,73821,RP_091201_02_E10,1008959,100093735_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100090796,"malate dehydrogenase 2, NAD (mitochondrial)",Mdh2,17448,17216,RP_090826_02_E09,1007678,100090796_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093897,E74-like factor 5,Elf5,13711,13489,RP_091201_01_A02,1008961,100093897_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor/MAPKKK cascade/PDGF signaling pathway
100093900,SFFV proviral integration 1,Sfpi1,20375,20138,RP_091201_01_A01,1008960,100093900_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093866,Kruppel-like factor 4 (gut),Klf4,16600,16373,RP_091201_01_B12,1008983,100093866_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100093733,atonal homolog 7 (Drosophila),Atoh7,53404,32884,RP_091215_02_G03,1009089,100093733_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/Transcription factor
100090845,"scavenger receptor class A, member 3",Scara3,219151,85488,RP_090826_02_C08,1007653,100090845_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093731,glial cell line derived neurotrophic factor family receptor alpha 2,Gfra2,14586,14362,RP_090724_03_E06,1005798,100093731_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090885,glucocorticoid induced transcript 1,Glcci1,170772,82074,RP_090826_02_G08,1007701,100090885_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090847,"interleukin 13 receptor, alpha 1",Il13ra1,16164,15937,RP_090826_02_C03,1007648,100090847_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/MAPKKK cascade
100093812,forkhead box C2,Foxc2,14234,14011,RP_090707_04_C07,1005298,100093812_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/Transcription factor/TGF-beta signaling pathway
100090877,glutathione peroxidase 1,Gpx1,14775,14551,RP_090826_06_G11,1007443,100090877_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response
100093854,intercellular adhesion molecule 2,Icam2,15896,15669,RP_091201_01_C10,1008993,100093854_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090881,legumain,Lgmn,19141,18904,RP_090826_06_D10,1007406,100090881_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093888,"hepatic nuclear factor 4, alpha",Hnf4a,15378,15153,RP_091201_01_A08,1008967,100093888_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Transcription factor
100090799,abhydrolase domain containing 4,Abhd4,105501,69666,RP_090826_02_D08,1007665,100090799_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090878,tetraspanin 31,Tspan31,67125,42968,RP_090826_06_F06,1007426,100090878_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100093923,delta-like 1 homolog (Drosophila),Dlk1,13386,13165,RP_090811_01_E05,1006303,100093923_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor/Notch signaling pathway
100093811,early B cell factor 1,Ebf1,13591,13369,RP_090930_04_B11,1007955,100093811_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100094063,homeobox A13,Hoxa13,15398,15173,RP_091117_02_A08,1008760,100094063_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100090846,matrix metallopeptidase 9,Mmp9,17395,17163,RP_090826_02_C05,1007650,100090846_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Alzheimer disease presenilin pathway
100093805,NK3 homeobox 2,Nkx3-2,12020,11806,RP_091021_02_H12,1008193,100093805_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100093920,"collagen, type V, alpha 2",Col5a2,12832,12615,RP_080729_01_A05,80990552,100093920_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100094058,homeobox B8,Hoxb8,15416,15191,RP_091215_02_A03,1009022,100094058_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100093767,calcium/calmodulin-dependent protein kinase II alpha,Camk2a,12322,12107,RP_090811_01_C02,1006276,100093767_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/Neurological system process/Inflammation mediated by chemokine and cytokine signaling pathway/Calcium-mediated signaling
100090797,"transglutaminase 1, K polypeptide",Tgm1,21816,21575,RP_090826_02_E08,1007677,100090797_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093726,RAR-related orphan receptor gamma,Rorc,19885,19648,RP_090904_03_B02,1007566,100093726_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/Transcription factor/Hypoxia response via HIF activation
100094094,atonal homolog 8 (Drosophila),Atoh8,71093,46934,RP_091215_01_A04,1009093,100094094_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Neurological system process/Transcription factor
100093871,ets variant gene 6 (TEL oncogene),Etv6,14011,13788,RP_091201_01_B01,1008972,100093871_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor/MAPKKK cascade
100093862,BCL2-like 11 (apoptosis facilitator),Bcl2l11,12125,11911,RP_091201_01_C03,1008986,100093862_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093865,"ELK3, member of ETS oncogene family",Elk3,13713,13491,RP_090908_01_D08,1007622,100093865_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor/MAPKKK cascade
100090882,"interleukin 1 receptor, type I",Il1r1,16177,15950,RP_090826_06_D09,1007405,100090882_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090850,cyclin G1,Ccng1,12450,12235,RP_090826_02_B03,1007636,100090850_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090792,transgelin 2,Tagln2,21346,21107,RP_090826_02_F07,1007688,100090792_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090851,STEAP family member 4,Steap4,117167,78462,RP_090826_02_B01,1007634,100090851_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090843,potassium channel tetramerisation domain containing 9,Kctd9,105440,69605,RP_090826_02_D04,1007661,100090843_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Ion channel activity/Potassium channel
100085087,achaete-scute complex homolog 4 (Drosophila),Ascl4,67341,183550,RP_091013_04_E01,1008083,100085087_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100093771,"NK2 transcription factor related, locus 6 (Drosophila)",Nkx2-6,18092,17859,RP_090724_06_H10,1005790,100093771_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100093849,LIM homeobox protein 4,Lhx4,16872,16643,RP_091201_01_C12,1008995,100093849_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100093853,chemokine (C-X-C motif) ligand 12,Cxcl12,20315,20078,RP_090917_02_G05,1007787,100093853_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100094067,neuropeptide FF-amide peptide precursor,Npff,54615,33906,RP_091102_07_H06,1008514,100094067_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process
100093912,pleiomorphic adenoma gene-like 1,Plagl1,22634,22391,RP_091117_02_B09,1008773,100093912_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100093868,runt related transcription factor 1,Runx1,12394,12179,RP_090908_01_D07,1007621,100093868_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100094051,heart and neural crest derivatives expressed transcript 1,Hand1,15110,14886,RP_091223_01_A01,1009129,100094051_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100090844,serine carboxypeptidase 1,Scpep1,74617,50458,RP_090826_02_D01,1007658,100090844_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100083633,Ena-vasodilator stimulated phosphoprotein,Evl,14026,13803,RP_090901_01_B02,1007197,100083633_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090794,transmembrane protein 119,Tmem119,231633,87282,RP_090826_02_E12,1007681,100090794_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090793,CASP8 and FADD-like apoptosis regulator,Cflar,12633,12418,RP_090826_02_F02,1007683,100090793_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093846,"AF4/FMR2 family, member 3",Aff3,16764,16536,RP_090930_02_B09,1008041,100093846_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100090798,"glucuronidase, beta",Gusb,110006,74163,RP_090826_02_E02,1007671,100090798_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093786,secreted frizzled-related protein 1,Sfrp1,20377,20140,RP_090724_02_D01,1005962,100093786_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,G-protein coupled receptor/Wnt signaling pathway
100094096,paired-like homeodomain transcription factor 1,Pitx1,18740,18504,RP_091215_01_A03,1009090,100094096_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100093769,"hypoxia inducible factor 3, alpha subunit",Hif3a,53417,32897,RP_090724_03_B11,1005671,100093769_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
100085091,high-mobility group nucleosome binding domain 5,Hmgn5,50887,30371,RP_090930_03_A03,1007841,100085091_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093821,GATA binding protein 3,Gata3,14462,14238,RP_090707_03_H08,1005263,100093821_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Transcription factor
100093845,frizzled homolog 2 (Drosophila),Fzd2,57265,36541,RP_091201_01_E02,1009009,100093845_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Alzheimer disease presenilin pathway/G-protein coupled receptor/Wnt signaling pathway/Cadherin signaling pathway
100093908,neuregulin 3,Nrg3,18183,17950,RP_091117_02_E07,1008807,100093908_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development
100093734,interferon-induced protein with tetratricopeptide repeats 3,Ifit3,15959,15732,RP_091215_01_B09,1009116,100093734_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093801,peripherin,Prph,19132,18895,RP_090724_02_B02,1005943,100093801_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100090848,LETM1 domain containing 1,Letmd1,68614,44456,RP_090826_02_C02,1007647,100090848_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093887,"cholinergic receptor, nicotinic, alpha polypeptide 4",Chrna4,11438,11227,RP_090901_02_B04,1007240,100093887_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/GABA receptor/Ligand-gated ion channel activity
100090884,"purinergic receptor P2X, ligand-gated ion channel 4",P2rx4,18438,18205,RP_090826_06_C03,1007387,100090884_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Neurological system process/Ion channel activity/Ligand-gated ion channel activity
100085090,tachykinin receptor 2,Tacr2,21337,21098,RP_090917_02_B01,1007739,100085090_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Stress response/Neurological system process/G-protein coupled receptor
100093941,cardiotrophin 1,Ctf1,13019,12802,RP_090724_05_F02,1005974,100093941_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100085084,ets variant gene 3-like,Etv3l,546801,183554,RP_091013_04_E02,1008084,100085084_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,
100093778,T-box 3,Tbx3,21386,21147,RP_091201_02_B12,1008925,100093778_energy.mhd,8,P28 Brain,8_annotation.mhd,8_atlas.mhd,Nervous system development/Transcription factor
